item_id,0,1,2,3,4,5,score,prompt_id
1,1536.3083812139805,40.4297981544376,11.443906545344952,-7.558066955831846,-5.431184452706324,-3.8396825414094073,8.0,1
2,1882.7585844101081,-18.543851749290226,-4.055830985963948,-5.3695991329773,-0.5894266358703212,3.354041673698867,9.0,1
3,1277.1620242137653,76.09177699104967,23.125676842179434,-5.746769894006757,-10.932136158625934,-10.974045781798152,7.0,1
4,2613.7865311908986,-88.08034932786867,5.4711085380429845,-65.83120504660764,-6.007553574933156,45.940189403754665,10.0,1
5,2102.8086036234363,-136.74370449375164,-17.99169244308799,-12.44811486440605,3.3736418263335337,0.6147014665087231,8.0,1
6,1037.7981238892269,-17.03124489568426,17.712094364833902,14.413440360296542,-12.74753251703623,3.6408035315463976,8.0,1
7,2285.1620868791906,-162.04207498996718,-6.998914486334064,-20.525270542091462,-3.019625634361904,-12.986610713296969,10.0,1
8,2208.4259091586055,-156.67132874850338,-17.85419115202335,-20.639968363136344,-2.8269014251996594,5.93977954467045,10.0,1
9,1943.4783308014485,-129.22153892960398,2.13089219782723,0.7015131598836802,-17.6886482527452,-8.896356263548073,9.0,1
10,2132.4759224645677,-94.07719083635932,-15.71594031462383,19.214662198651713,-5.290443289717489,1.7008740081564213,9.0,1
11,1626.387488511987,-96.14791452063962,48.651681404139644,-41.55788254100112,-29.905003645644346,1.3509934745626646,8.0,1
12,1792.7673898030719,-119.75593455370043,-24.520982925237384,-13.678046890551915,13.434784114323172,29.10439893260303,8.0,1
13,836.7828430046293,71.34831405694418,39.025511122585506,24.900720371013563,-3.17815149600915,11.175951398978839,7.0,1
14,1320.9320705534594,-98.76262261509731,-19.60029315182542,8.354129360863874,6.809649733507596,25.0877923237807,6.0,1
15,815.8212181882723,-41.84741810209582,10.593791797445869,-6.098106853962814,3.184913507504176,3.477836157107851,6.0,1
16,2617.8045413424074,-177.66357356711086,-6.33237616560953,-66.80424701102223,-0.1821089948117814,12.022230933683916,12.0,1
17,1462.3362377033147,-76.01056356987749,-4.336302191595361,5.128890441436577,5.143440233082451,-6.485631198314871,8.0,1
18,1600.6594277126785,40.91986095919317,2.726333548518797,8.746069687059478,1.9191712602029156,-4.484960232357684,8.0,1
19,301.3370578895748,-13.766615980089696,26.457949173141177,1.6417458526497968,-13.512332046092316,26.031905367541246,4.0,1
20,708.5486977440055,-31.501697520563724,16.573329385614482,-1.4676054553632598,-3.6004269649156635,3.39021280797427,6.0,1
21,1688.178737289274,-105.11329816087223,16.766655789710487,-13.615075520598792,-9.849148119719052,-3.593042033491705,8.0,1
22,266.3647648252927,-18.139854886181983,28.44038791420451,3.7204566204806038,20.043518672689604,0.7513341276072436,3.0,1
23,2348.508056194241,-129.77433616403945,-20.93962558371073,-11.951397999175473,1.2661046402231773,13.201030684376933,10.0,1
24,2596.5692147045283,-171.97059062633542,-18.148660923941744,-32.24309207565478,-3.8383244691169676,6.31914559973443,11.0,1
25,1377.2226616156217,-102.17303531893403,-11.485996187612876,-17.826378273123385,20.705241952613825,-3.1156097128554,8.0,1
26,1620.9232497178812,-65.59372035423823,-6.458463118327113,-6.339725972107028,0.9784875084016689,6.383853659717291,9.0,1
27,530.0061261300204,8.403388666103162,13.872463787326089,4.585331127913429,6.291649868755886,5.561719952708322,4.0,1
28,1683.2433879365922,-80.34044681905718,2.8320934038967738,-21.86277876992431,-8.258947135755033,-6.258520975949815,9.0,1
